,country,year,respiratory_infections_and_tuberculosis_number,respiratory_infections_and_tuberculosis_percent,respiratory_infections_and_tuberculosis_rate,chronic_respiratory_diseases_number,chronic_respiratory_diseases_percent,chronic_respiratory_diseases_rate,all_greenhouse_gas,CO2,CH4,N2O,Fgas,mean_annual_temp,total_respiratory_diseases,total_diseases_percent
557,Iceland,2008,86,0.04696,27.736290000000004,90,0.04904,28.96623,3.7,2.16,0.6,0.44,0.5,2.2833330000000003,176,0.096
558,Italy,2008,9705,0.01701,16.279020000000003,27109,0.04753,45.471940000000004,491.14,410.27,49.33,21.04,10.51,12.916667,36814,0.06454
559,Netherlands,2008,6954,0.05197,42.24777,8667,0.06477000000000001,52.65871,197.69,166.5,20.19,8.23,2.76,10.491667,15621,0.11674000000000001
560,Portugal,2008,6534,0.06335,60.593619999999994,6020,0.058370000000000005,55.82866,74.74,57.43,11.82,3.72,1.76,15.358332999999998,12554,0.12172000000000001
561,Switzerland,2008,1686,0.027360000000000002,21.64154,2603,0.04225,33.41685,51.65,42.6,5.29,2.31,1.44,5.8333330000000005,4289,0.06961
562,Canada,2008,6429,0.027819999999999998,19.58626,13879,0.06006,42.28546,999.57,851.45,96.41,42.4,9.32,-6.716667,20308,0.08788
563,Sweden,2006,2908,0.03203,31.82777,3684,0.04057,40.31357,50.61,37.61,6.48,5.03,1.49,3.191667,6592,0.0726
564,Latvia,2007,616,0.01866,27.94248,489,0.014819999999999998,22.19793,-1.48,-5.3,2.05,1.64,0.14,7.233333,1105,0.033479999999999996
565,Portugal,2007,6253,0.061,58.04511,5982,0.05835,55.5295,76.99,59.39,12.27,3.81,1.52,15.333332999999998,12235,0.11935
566,Switzerland,2007,1733,0.02823,22.477529999999998,2569,0.041839999999999995,33.3123,50.06,41.18,5.25,2.24,1.38,6.216667,4302,0.07007
567,Canada,2007,6360,0.027819999999999998,19.600279999999998,13619,0.059570000000000005,41.97307,1023.93,872.59,99.57,42.49,9.28,-6.4583330000000005,19979,0.08739
568,Ireland,2007,1609,0.05765,36.691720000000004,1962,0.07028999999999999,44.7302,70.69,44.89,15.4,9.23,1.17,10.2,3571,0.12794
569,Ireland,2006,1747,0.06214,40.568259999999995,1968,0.06999,45.69198,72.32,45.68,16.06,9.41,1.17,10.066667,3715,0.13213
570,Turkey,2006,9800,0.02901,13.42195,23765,0.07032999999999999,32.545770000000005,289.65,218.13,39.9,28.77,2.86,11.45,33565,0.09933999999999998
571,Hungary,2006,1125,0.008579999999999999,11.18701,5014,0.03823,49.8199,73.8,57.73,8.24,6.6,1.24,10.766667,6139,0.04681
572,Luxembourg,2007,119,0.03272,25.10643,184,0.0503,38.60145,11.52,10.62,0.56,0.29,0.05,10.458333,303,0.08302
573,Japan,2007,97203,0.08699,74.77351,41666,0.03729,32.05133,1200.21,1128.57,26.39,20.94,24.31,11.416667,138869,0.12428
574,Austria,2007,1159,0.015609999999999999,13.96441,2944,0.03963,35.44826,78.22,65.08,7.88,3.66,1.61,7.633333,4103,0.05524
575,Poland,2007,10005,0.02675,26.17645,10920,0.0292,28.57085,324.46,241.79,50.9,25.57,6.21,9.433333,20925,0.05595
576,Slovakia,2007,1973,0.03621,36.58549,1103,0.02026,20.46646,36.94,28.82,4.7,2.97,0.46,8.958333,3076,0.05647
577,Australia,2006,3020,0.02276,14.83605,7660,0.05772000000000001,37.62361,646.91,404.44,150.66,85.56,6.25,21.725,10680,0.08048000000000001
578,Luxembourg,2006,120,0.0327,25.63317,182,0.04955,38.84013,12.11,11.22,0.55,0.29,0.04,10.25,302,0.08224999999999999
579,New Zealand,2007,569,0.02009,13.71998,1915,0.06756000000000001,46.14065,60.14,10.57,33.47,15.08,1.02,10.125,2484,0.08765
580,Slovenia,2006,622,0.03404,30.96401,576,0.03152,28.67091,8.33,4.78,2.38,0.83,0.33,9.375,1198,0.06556000000000001
581,France,2007,18577,0.03621,29.60127,17916,0.03492,28.547559999999997,425.14,296.43,67.9,44.03,16.78,11.691667,36493,0.07113
582,New Zealand,2009,613,0.02134,14.488539999999999,1929,0.0671,45.55898,57.36,8.49,33.33,14.39,1.14,9.75,2542,0.08844
583,Belgium,2009,5481,0.05297,50.77084,6887,0.06656000000000001,63.79768000000001,114.12,96.65,9.37,5.63,2.46,10.666667,12368,0.11953000000000001
584,Finland,2009,770,0.01551,14.37964,1705,0.034339999999999996,31.83206,51.19,39.31,5.12,5.37,1.39,2.3,2475,0.04984999999999999
585,Greece,2009,2997,0.028260000000000004,26.985,5486,0.05172,49.39113,113.81,93.65,10.53,5.07,4.56,14.45,8483,0.07998000000000001
586,Hungary,2008,1106,0.00856,11.04774,5222,0.0404,52.12105,70.22,55.29,8.01,5.52,1.4,11.758333,6328,0.04896
587,Slovenia,2008,578,0.03162,28.54127,553,0.0303,27.35588,9.25,5.86,2.31,0.82,0.26,9.891667,1131,0.06192
588,Luxembourg,2009,118,0.03232,24.04162,190,0.05192000000000001,38.62016,10.86,9.95,0.56,0.3,0.05,10.0,308,0.08424000000000001
589,Norway,2009,2016,0.04899,41.97146,2522,0.06129,52.50167,24.7,14.63,5.29,3.29,1.5,1.775,4538,0.11027999999999999
590,Hungary,2009,1111,0.00854,11.1166,5374,0.04131,53.7731,64.37,50.11,7.99,5.0,1.28,11.6,6485,0.04985
591,Sweden,2009,2734,0.030410000000000003,29.258570000000002,3831,0.04261,40.99902,43.5,31.76,5.74,4.85,1.15,2.516667,6565,0.07302
592,Estonia,2008,261,0.016030000000000003,19.545,294,0.018009999999999998,21.962670000000003,19.66,16.96,1.26,1.29,0.15,7.258333,555,0.03404
593,Australia,2008,2914,0.020980000000000002,13.904320000000002,8245,0.05934,39.334,617.09,417.88,128.75,62.33,8.13,21.583333,11159,0.08032
594,Denmark,2007,2339,0.04275,42.83619,4029,0.07364,73.78698,67.65,53.38,8.03,5.2,1.04,9.441667,6368,0.11639
595,Ireland,2008,1540,0.05508,34.52158,1959,0.07005,43.90769,69.64,44.22,15.16,9.19,1.06,9.591667,3499,0.12513
596,Turkey,2009,9774,0.025769999999999998,13.14734,28214,0.07437,37.95115,321.6,244.87,43.82,29.47,3.44,11.8,37988,0.10014
597,Luxembourg,2008,118,0.03253,24.39845,185,0.05105,38.28338,11.44,10.53,0.56,0.3,0.05,9.891667,303,0.08358
598,Turkey,2008,9467,0.02621,12.80132,26704,0.07392,36.10775,318.18,244.24,44.03,26.39,3.52,11.716667,36171,0.10013
599,Slovenia,2009,578,0.03148,28.466620000000002,547,0.029810000000000003,26.95342,7.26,4.01,2.2,0.79,0.27,9.758333,1125,0.061290000000000004
600,Norway,2008,2048,0.04945,43.14862,2509,0.06059,52.86831,25.29,14.23,5.31,3.85,1.9,2.208333,4557,0.11004
601,Sweden,2008,2812,0.0312,30.334709999999998,3769,0.041819999999999996,40.65824,47.38,34.94,5.9,5.08,1.45,3.2,6581,0.07302
602,Mexico,2008,20814,0.038689999999999995,18.60671,27288,0.050730000000000004,24.3944,595.78,410.68,134.75,36.95,13.4,21.075,48102,0.08942
603,Israel,2009,1252,0.03192,16.273979999999998,1582,0.04034,20.56621,83.86,65.71,8.24,1.92,7.99,20.783333,2834,0.07225999999999999
604,Norway,2006,2075,0.05038,44.623459999999994,2364,0.057379999999999994,50.82533,26.14,14.51,5.41,4.47,1.74,2.391667,4439,0.10776
605,Australia,2009,2889,0.02072,13.58298,8341,0.05981,39.20856,633.8,424.33,133.07,67.5,8.91,22.041667,11230,0.08053
606,Mexico,2007,20168,0.039639999999999995,18.24191,25701,0.05053,23.24636,565.29,395.67,119.69,37.65,12.29,21.091667,45869,0.09017
607,Estonia,2006,298,0.0175,22.08212,298,0.017509999999999998,22.095570000000002,17.18,14.54,1.3,1.19,0.16,6.533333,596,0.03501
608,Iceland,2007,85,0.0463,27.830659999999998,90,0.04895,29.426540000000003,3.81,2.36,0.61,0.44,0.41,2.5083330000000004,175,0.09525
609,New Zealand,2008,590,0.020569999999999998,14.064639999999999,1942,0.06772,46.30168,60.16,11.54,32.95,14.58,1.1,10.183333,2532,0.08829000000000001
610,Belgium,2008,5560,0.05417,51.87939,7010,0.06829,65.40516,121.18,103.92,9.45,5.54,2.27,10.6,12570,0.12246000000000001
611,Finland,2008,834,0.01697,15.651729999999999,1655,0.03367,31.061120000000003,54.8,41.74,5.23,6.49,1.35,3.058333,2489,0.05064
612,Greece,2008,3204,0.0304,28.807579999999998,5018,0.04761,45.11051,120.71,99.32,10.84,5.66,4.88,14.525,8222,0.07801
613,Israel,2008,1241,0.031580000000000004,16.46351,1588,0.0404,21.05828,84.28,66.7,8.08,2.12,7.38,20.633333,2829,0.07198
614,Germany,2007,21067,0.02541,25.6427,32939,0.03972,40.09356,886.8,765.28,64.32,45.81,11.4,10.141667,54006,0.06513
615,Estonia,2009,248,0.015609999999999999,18.61681,288,0.01813,21.61332,16.26,13.63,1.23,1.24,0.16,6.016667,536,0.03374
616,Spain,2009,11910,0.031310000000000004,25.53921,30756,0.08086,65.94655,345.5,268.35,40.94,19.67,16.54,14.233332999999998,42666,0.11217
617,Austria,2010,1054,0.013919999999999998,12.59713,2968,0.039189999999999996,35.45955,76.55,63.79,7.58,3.52,1.66,6.358333,4022,0.05310999999999999
618,Denmark,2010,2416,0.04526,43.65547,4150,0.07775,74.98846999999999,61.79,48.16,7.78,4.84,1.0,7.016667,6566,0.12301000000000001
619,Germany,2010,21877,0.02588,26.791690000000003,36809,0.043539999999999995,45.077059999999996,862.97,754.58,59.92,36.99,11.47,8.225,58686,0.06942
620,Italy,2007,9495,0.01686,16.04263,26714,0.04743,45.13351,506.06,424.66,49.15,22.53,9.73,13.05,36209,0.06429
621,Portugal,2010,6974,0.06686,64.60721,6080,0.05828,56.3232,68.6,51.53,11.58,3.35,2.15,15.508332999999999,13054,0.12514
622,Switzerland,2010,1628,0.0261,20.455029999999997,2696,0.04322,33.86895,51.74,42.85,5.18,2.28,1.42,4.95,4324,0.06932
623,Spain,2008,12112,0.03174,26.25583,30863,0.08087000000000001,66.90138,382.32,305.03,39.35,20.07,17.87,13.6,42975,0.11261000000000002
624,Mexico,2010,21544,0.03789,18.83127,29248,0.05144,25.56498,584.23,402.21,129.1,37.66,15.26,20.783333,50792,0.08932999999999999
625,Japan,2010,103699,0.08674,79.73985,45153,0.03777,34.72045,1130.13,1057.96,24.93,19.6,27.64,11.5,148852,0.12451
626,France,2010,19048,0.03595,29.856409999999997,18613,0.03513,29.17525,404.32,281.45,66.0,38.63,18.23,10.65,37661,0.07108
627,Canada,2010,6606,0.028260000000000004,19.67278,14272,0.06106,42.49965,975.84,836.28,90.39,39.17,9.99,-4.616667,20878,0.08932000000000001
628,United Kingdom,2009,35105,0.06287000000000001,55.6544,43614,0.07811,69.14381999999999,570.73,454.16,70.63,29.31,16.64,9.091667,78719,0.14098
629,Chile,2009,4366,0.04779,26.45182,4999,0.05471,30.28475,52.36,29.28,13.75,8.02,1.31,8.733333,9365,0.10250000000000001
630,Poland,2010,10516,0.028310000000000002,27.407329999999998,10590,0.02851,27.599829999999997,320.3,242.12,49.4,21.74,7.04,7.716667,21106,0.05682
631,Iceland,2010,86,0.04603,27.074759999999998,93,0.04967,29.215390000000003,3.24,1.93,0.6,0.38,0.32,2.708333,179,0.09570000000000001
632,Netherlands,2007,7052,0.05294,42.99812,8635,0.06482,52.6521,199.91,165.74,19.73,11.71,2.72,10.975,15687,0.11776
633,United Kingdom,2008,35770,0.0632,57.15141,43659,0.07714,69.75717,625.56,503.46,74.84,31.04,16.23,9.0,79429,0.14034000000000002
634,Latvia,2010,479,0.016280000000000003,22.65689,445,0.015130000000000001,21.06095,-1.41,-5.28,1.98,1.71,0.19,5.625,924,0.03141000000000001
635,Slovakia,2009,1910,0.03557,35.37508,1093,0.02035,20.23595,33.17,25.44,4.54,2.62,0.57,8.625,3003,0.05592
636,Italy,2009,9913,0.017230000000000002,16.52101,27417,0.047639999999999995,45.68974,442.26,362.34,49.12,19.49,11.31,12.925,37330,0.06487
637,Latvia,2009,498,0.01674,23.210620000000002,445,0.014969999999999999,20.762970000000003,-2.59,-6.45,2.0,1.68,0.18,6.625,943,0.03171
638,Ireland,2009,1491,0.05297,32.902229999999996,1994,0.07082000000000001,43.992490000000004,64.27,38.89,14.89,9.44,1.05,9.608333,3485,0.12379000000000001
639,Canada,2009,6499,0.028010000000000004,19.57357,14016,0.060410000000000005,42.213879999999996,962.46,822.04,91.84,38.91,9.67,-6.5416669999999995,20515,0.08842000000000001
640,Slovakia,2010,1872,0.03556,34.61768,1093,0.02076,20.2084,34.76,27.05,4.64,2.42,0.64,7.6,2965,0.05632
641,Italy,2010,10053,0.0175,16.66544,27324,0.04757,45.29425,450.75,370.56,49.28,18.91,12.01,12.333333,37377,0.06507
642,Slovenia,2011,588,0.03152,28.74693,548,0.02937,26.79253,16.4,13.1,2.18,0.8,0.31,10.025,1136,0.06089
643,Estonia,2011,236,0.01545,17.82751,284,0.01853,21.39048,14.54,11.9,1.18,1.28,0.19,6.875,520,0.03398
644,Hungary,2011,1121,0.00873,11.286660000000001,5525,0.043039999999999995,55.61813000000001,62.68,48.25,7.78,5.16,1.5,11.133333,6646,0.05177
645,New Zealand,2011,705,0.0237,16.402620000000002,1982,0.06659,46.09753,62.69,13.64,33.19,14.45,1.42,10.283333,2687,0.09029
646,Belgium,2011,5449,0.051870000000000006,49.72957,6776,0.0645,61.845780000000005,109.82,93.21,9.01,4.88,2.73,11.191667,12225,0.11637
647,Finland,2011,681,0.01348,12.60325,1783,0.03528,32.9827,11.43,0.44,4.99,4.57,1.42,3.425,2464,0.04876
648,Australia,2011,3141,0.02195,14.32801,8893,0.06215,40.56477,644.74,356.33,169.32,108.34,10.75,21.35,12034,0.0841
649,Ireland,2011,1409,0.0496,30.257309999999997,2077,0.07312,44.60492,58.41,34.11,14.4,8.87,1.02,9.716667,3486,0.12272
650,Luxembourg,2011,119,0.03205,23.34323,198,0.053079999999999995,38.65955,11.59,10.69,0.54,0.31,0.06,10.558333,317,0.08513
651,Norway,2011,2013,0.048389999999999996,40.85761,2625,0.06312000000000001,53.28991,31.17,21.2,5.21,3.16,1.6,2.55,4638,0.11151
652,Sweden,2011,2731,0.030189999999999998,28.729229999999998,4013,0.044360000000000004,42.219590000000004,33.83,22.31,5.46,4.8,1.25,3.416667,6744,0.07455
653,Turkey,2011,10322,0.025910000000000002,13.69718,30291,0.07605,40.19263,337.24,258.05,45.11,28.89,5.18,11.025,40613,0.10196000000000001
654,Netherlands,2009,6797,0.05068,41.130720000000004,8699,0.06486,52.645219999999995,192.44,161.66,19.94,8.17,2.67,10.4,15496,0.11554
655,Greece,2011,3296,0.03015,29.92908,6056,0.055389999999999995,54.98045,107.17,85.95,10.53,5.95,4.74,13.833332999999998,9352,0.08553999999999999
656,Austria,2009,1082,0.01436,12.9587,2963,0.03932,35.49037,70.83,58.26,7.6,3.53,1.45,7.3,4045,0.05368
657,Chile,2008,4199,0.04791,25.69107,4752,0.054220000000000004,29.074740000000002,55.06,32.16,13.65,8.06,1.2,8.866667,8951,0.10213
658,Netherlands,2010,6563,0.04861,39.55645,8789,0.0651,52.96844,203.24,172.28,19.91,7.99,3.07,8.933333,15352,0.11371
659,Chile,2011,4424,0.04648,26.312309999999997,5336,0.056060000000000006,31.735979999999998,18.43,-4.88,13.95,7.72,1.64,8.691667,9760,0.10254
660,New Zealand,2010,647,0.02241,15.16813,1932,0.06688,45.26573,57.14,8.3,33.35,14.28,1.22,10.441667,2579,0.08929
661,Belgium,2010,5423,0.052079999999999994,49.864940000000004,6794,0.06525,62.47099,121.44,103.46,9.26,6.13,2.59,9.341667,12217,0.11732999999999999
662,Finland,2010,715,0.014219999999999998,13.28776,1746,0.034710000000000005,32.44413,59.29,47.7,5.15,5.04,1.41,0.975,2461,0.04893
663,Greece,2010,3063,0.02876,27.65656,5765,0.05412,52.04557,107.1,86.49,10.73,5.42,4.46,14.95,8828,0.08288000000000001
664,France,2009,19063,0.03615,30.03548,18434,0.034960000000000005,29.0436,400.59,277.4,66.37,39.67,17.16,11.716667,37497,0.07111
665,Ireland,2010,1402,0.05092,30.497870000000002,1964,0.07131,42.7059,62.91,38.5,14.39,8.99,1.02,8.65,3366,0.12223
666,Luxembourg,2010,119,0.03211,23.70234,194,0.05246,38.72333,11.46,10.54,0.56,0.3,0.05,8.741667,313,0.08457
667,Norway,2010,1975,0.04828,40.60538,2545,0.0622,52.3154,29.06,19.05,5.32,3.16,1.53,-0.025,4520,0.11048
668,Sweden,2010,2659,0.029560000000000003,28.21367,3912,0.04349,41.50959,49.08,37.15,5.62,5.05,1.27,0.675,6571,0.07305
669,Australia,2010,2996,0.02134,13.877329999999999,8565,0.061,39.66403,601.14,416.72,119.58,54.94,9.9,21.391667,11561,0.08234
670,Turkey,2010,9985,0.02559,13.356010000000001,29140,0.07467,38.97632,331.37,254.16,43.78,28.75,4.69,13.15,39125,0.10026
671,Israel,2011,1372,0.03408,17.14235,1674,0.041589999999999995,20.92139,89.54,69.77,8.88,2.1,8.79,20.283333,3046,0.07566999999999999
672,Israel,2010,1293,0.03304,16.48728,1609,0.0411,20.50884,89.32,70.51,8.21,1.99,8.61,22.066667000000002,2902,0.07414
673,Denmark,2009,2440,0.04517,44.28395,4138,0.07661,75.11549000000001,61.36,47.87,7.57,4.92,1.0,8.808333,6578,0.12178
674,Slovenia,2010,575,0.03095,28.19865,547,0.029460000000000004,26.843940000000003,7.56,4.28,2.2,0.79,0.29,8.85,1122,0.060410000000000005
675,Portugal,2009,6785,0.06527999999999999,62.8729,6079,0.0585,56.33693,73.87,56.89,11.64,3.39,1.96,15.983332999999998,12864,0.12378
676,Iceland,2009,85,0.045919999999999996,27.052,92,0.0494,29.10247,3.36,2.08,0.6,0.39,0.3,2.516667,177,0.09531999999999999
677,Poland,2012,11391,0.02997,29.6287,10667,0.02806,27.74646,353.7,276.27,47.54,21.89,8.0,8.641667,22058,0.05803
678,Slovakia,2012,1857,0.03544,34.29078,1123,0.02143,20.73723,31.75,24.76,4.29,2.01,0.68,8.525,2980,0.056870000000000004
679,Japan,2012,108057,0.08642000000000001,83.23574,47896,0.0383,36.894079999999995,1277.48,1202.66,23.43,18.17,33.22,10.841667,155953,0.12472000000000001
680,Denmark,2012,2369,0.04558,42.418890000000005,4189,0.08061,75.01402,49.44,36.25,7.47,4.85,0.87,8.408333,6558,0.12619
681,Germany,2012,22170,0.02588,27.13672,39077,0.045610000000000005,47.83017,837.46,730.81,59.22,35.54,11.89,9.491667,61247,0.07149
682,Portugal,2012,7546,0.07156,69.96323000000001,6170,0.05851,57.20241,64.62,47.42,11.64,3.08,2.48,15.558333,13716,0.13007
683,Mexico,2012,21832,0.03703,18.67278,30182,0.05119,25.81408,674.16,494.56,123.29,40.02,16.29,21.683332999999998,52014,0.08821999999999999
684,Spain,2011,11943,0.030989999999999997,25.3292,31269,0.08113,66.31652,340.98,266.54,39.22,18.96,16.26,14.341667000000001,43212,0.11212
685,Austria,2012,1024,0.01317,12.12916,3059,0.039310000000000005,36.21139,70.5,58.04,7.25,3.59,1.62,7.5,4083,0.052480000000000006
686,Latvia,2012,456,0.01599,22.21217,443,0.015519999999999999,21.565260000000002,8.89,4.92,1.97,1.8,0.2,6.183333,899,0.031509999999999996
687,Japan,2009,100277,0.08644,77.09666,43555,0.03755,33.48682,1073.57,1003.19,25.25,20.22,24.9,11.191667,143832,0.12399
688,France,2012,20035,0.037,31.096059999999998,19343,0.03572,30.02112,395.28,275.23,63.14,37.27,19.64,11.566667,39378,0.07272
689,Spain,2010,11680,0.030780000000000002,24.86515,30649,0.08077000000000001,65.2455,330.31,254.12,39.45,20.02,16.72,13.533332999999999,42329,0.11155000000000001
690,Germany,2009,21827,0.0259,26.68597,35592,0.04224,43.514759999999995,832.31,716.32,60.91,43.88,11.19,9.558333,57419,0.06814
691,Switzerland,2012,1674,0.02623,20.56174,2781,0.04356,34.156209999999994,49.04,40.26,5.06,2.18,1.54,6.058333,4455,0.06979
692,Estonia,2010,229,0.01526,17.25045,277,0.0184,20.802,20.26,17.58,1.24,1.26,0.18,4.9,506,0.033659999999999995
693,Poland,2009,10468,0.02775,27.31989,10910,0.028919999999999998,28.47167,302.33,225.64,49.27,21.02,6.4,8.75,21378,0.05667
694,Switzerland,2009,1678,0.026969999999999997,21.3185,2672,0.04294,33.941390000000006,50.18,41.31,5.19,2.28,1.4,6.033333,4350,0.06991
695,Latvia,2011,464,0.0161,22.26071,440,0.01529,21.14532,9.1,5.24,1.92,1.74,0.2,7.2083330000000005,904,0.03139
696,Germany,2011,21813,0.025830000000000002,26.73573,37650,0.04458,46.14618,823.34,717.17,58.69,35.65,11.82,10.058333,59463,0.07041
697,Portugal,2011,7210,0.06901,66.80536,6079,0.058179999999999996,56.325109999999995,66.31,49.06,11.88,3.05,2.32,15.983332999999998,13289,0.12719
698,Switzerland,2011,1632,0.026080000000000002,20.27552,2718,0.04343,33.7606,47.81,38.98,5.11,2.24,1.48,6.675,4350,0.06951
699,Canada,2011,6806,0.02888,20.044729999999998,14496,0.06151,42.69512,825.24,682.88,90.27,41.5,10.59,-6.108333,21302,0.09039
700,Mexico,2011,21502,0.03735,18.589470000000002,29432,0.05113,25.44479,680.75,494.81,130.57,39.11,16.26,21.591667,50934,0.08848
701,United Kingdom,2011,36209,0.06452999999999999,56.51586999999999,45387,0.08088,70.84034,540.98,433.47,63.08,28.48,15.95,9.375,81596,0.14540999999999998
702,United Kingdom,2010,35375,0.06333,55.64167,44346,0.07939,69.75268,583.6,470.83,65.75,29.49,17.53,7.983333,79721,0.14272
703,Mexico,2009,21619,0.0384,19.10775,28729,0.051039999999999995,25.392220000000002,580.11,395.03,133.44,37.49,14.14,21.55,50348,0.08943999999999999
704,Iceland,2012,87,0.04564,27.407529999999998,96,0.05011,30.09501,2.98,1.78,0.54,0.39,0.27,2.458333,183,0.09575
705,Canada,2012,7062,0.029410000000000002,20.57757,14869,0.06192,43.32451,830.07,682.31,92.87,43.61,11.28,-5.825,21931,0.09133000000000001
706,Poland,2011,10843,0.02908,28.22509,10558,0.028319999999999998,27.4846,360.67,283.51,48.08,21.42,7.66,9.008333,21401,0.0574
707,Japan,2011,106495,0.08519,81.94591,46859,0.037489999999999996,36.05749,1235.29,1162.67,23.77,18.81,30.04,11.041667,153354,0.12268
708,Iceland,2011,87,0.04605,27.2896,94,0.04991,29.579079999999998,2.99,1.81,0.57,0.39,0.22,2.358333,181,0.09596
709,Italy,2011,10533,0.01805,17.39185,27729,0.047510000000000004,45.78281,439.93,362.02,47.08,17.9,12.93,13.183333,38262,0.06556000000000001
710,Netherlands,2011,6364,0.04672,38.19672,8944,0.06566,53.679469999999995,190.26,160.24,19.3,7.83,2.88,10.816667,15308,0.11238
711,France,2011,19346,0.03628,30.17319,18895,0.03543,29.46888,392.42,272.44,63.99,36.67,19.32,12.35,38241,0.07171
712,Hungary,2013,1139,0.00911,11.53687,5667,0.04531,57.3843,56.47,42.1,7.46,5.45,1.46,11.458333,6806,0.05442
713,Slovenia,2013,607,0.03204,29.508879999999998,549,0.028960000000000003,26.66643,15.15,11.97,2.05,0.77,0.35,9.566667,1156,0.061
714,Estonia,2013,239,0.015969999999999998,18.15362,285,0.01904,21.64775,15.72,13.04,1.15,1.32,0.21,6.758333,524,0.03501
715,New Zealand,2013,761,0.02541,17.502860000000002,2017,0.06732,46.37122,64.53,15.03,33.37,14.64,1.49,10.583333,2778,0.09273
716,Ireland,2013,1413,0.04856,29.7845,2213,0.07602,46.62305,59.14,33.47,15.24,9.3,1.12,9.425,3626,0.12458
717,Luxembourg,2013,122,0.032010000000000004,22.712629999999997,204,0.05355,37.99831,10.81,9.91,0.54,0.3,0.06,9.316667,326,0.08556
718,Norway,2013,1999,0.04849,39.577040000000004,2699,0.06548,53.44155,29.11,19.27,5.1,3.14,1.6,1.925,4698,0.11396999999999999
719,Sweden,2013,2759,0.03058,28.507659999999998,4148,0.04597,42.85923,29.28,18.3,5.18,4.75,1.05,2.791667,6907,0.07654999999999999
720,Belgium,2013,5677,0.05269,51.13835,6898,0.06401,62.131040000000006,110.5,94.25,8.63,4.77,2.86,9.916667,12575,0.1167
721,Finland,2013,653,0.01267,11.97083,1846,0.03582,33.84734,6.47,-4.46,4.81,4.65,1.47,3.275,2499,0.04849
722,Greece,2013,3951,0.03543,36.6015,6034,0.05412,55.90299,94.37,73.89,10.02,4.7,5.78,14.741667000000001,9985,0.08955
723,Israel,2013,1479,0.03581,17.78504,1740,0.04212,20.91977,88.51,66.95,10.23,2.16,9.17,20.866667,3219,0.07793
724,Spain,2013,12332,0.03165,26.19895,32018,0.08217,68.01748,308.62,234.94,38.08,19.15,16.44,13.65,44350,0.11382
725,United Kingdom,2013,38622,0.06674,59.45446,48168,0.08324,74.14928,543.71,442.1,56.72,28.31,16.58,8.683333,86790,0.14998
726,Chile,2013,4601,0.046560000000000004,26.896490000000004,5481,0.05546,32.03711,23.68,1.59,13.07,6.96,2.05,8.941667,10082,0.10202
727,Hungary,2010,1111,0.00861,11.14978,5425,0.04205,54.438480000000006,64.35,50.15,7.95,4.86,1.39,10.616667,6536,0.05066
728,Turkey,2013,11999,0.028689999999999997,15.51816,31653,0.07568,40.9332,342.57,258.5,45.85,32.13,6.09,11.883333,43652,0.10436999999999999
729,Italy,2012,10955,0.01854,18.045560000000002,28139,0.04761,46.34986,422.08,342.08,47.94,18.54,13.51,13.025,39094,0.06615
730,Chile,2010,4505,0.04748,27.03937,5264,0.055479999999999995,31.5913,57.15,33.63,13.82,8.27,1.43,8.441667,9769,0.10296
731,Slovakia,2011,1879,0.0355,34.71297,1112,0.02101,20.54376,34.06,26.53,4.77,2.12,0.65,8.341667,2991,0.05651
732,Hungary,2012,1135,0.00889,11.46163,5649,0.04427,57.040240000000004,58.81,44.77,7.64,5.04,1.36,11.541667,6784,0.05316
733,Slovenia,2012,607,0.03193,29.601940000000003,555,0.029169999999999998,27.04369,15.79,12.54,2.12,0.8,0.33,9.95,1162,0.0611
734,Estonia,2012,242,0.015819999999999997,18.322029999999998,288,0.01882,21.80213,13.31,10.63,1.18,1.31,0.2,5.6,530,0.03464
735,Ireland,2012,1414,0.04906,30.053690000000003,2150,0.07459,45.696529999999996,60.06,34.85,14.84,9.37,0.99,9.475,3564,0.12365000000000001
736,Luxembourg,2012,120,0.03198,22.98795,201,0.053489999999999996,38.450340000000004,11.34,10.45,0.53,0.3,0.06,9.816667,321,0.08546999999999999
737,Norway,2012,2021,0.048839999999999995,40.51144,2667,0.06444,53.45245,30.03,20.16,5.13,3.15,1.59,1.158333,4688,0.11327999999999999
738,Sweden,2012,2765,0.03053,28.83571,4104,0.04531,42.794990000000006,30.98,19.9,5.29,4.69,1.1,1.925,6869,0.07584
739,New Zealand,2012,745,0.02489,17.22321,2009,0.06711,46.43598,64.95,15.3,33.55,14.67,1.44,9.975,2754,0.092
740,Belgium,2012,5608,0.052360000000000004,50.82829,6899,0.06442,62.53369,109.23,92.6,8.84,4.93,2.86,10.441667,12507,0.11678000000000001
741,United Kingdom,2012,37595,0.06584,58.256440000000005,46978,0.08227999999999999,72.79576999999999,562.45,456.12,61.44,28.56,16.32,8.733333,84573,0.14811999999999997
742,Chile,2012,4510,0.04663,26.59095,5422,0.05605,31.9647,20.68,-2.86,14.14,7.55,1.85,8.866667,9932,0.10268
743,Netherlands,2012,6241,0.044969999999999996,37.309259999999995,9232,0.06652000000000001,55.189930000000004,188.48,158.89,18.89,7.93,2.77,10.141667,15473,0.11149
744,Austria,2011,1035,0.01354,12.31724,2985,0.03904,35.525090000000006,73.72,61.2,7.41,3.55,1.56,7.725,4020,0.05258
745,Finland,2012,662,0.012969999999999999,12.19473,1819,0.03561,33.48741,5.73,-5.25,4.94,4.58,1.46,1.7,2481,0.04858
